Drug Name,Sheet Name,Match Type/Score,Matched Product
TENA MEN PU L4 LARGE 10'S,Tena Warehouse ,94.11764706,Tena Men PU L4 M/L
SPEMAN TABS 100'S,Pzifer,94.11764706,Speman  Tabs 100's
SEDALYN PAED COUGH SYR 125ML,Warehouse 4,94.11764706,Go Cough Syr 125ml
ROBB OINT JAR 25G,Warehouse 4,94.11764706,Robb Oint. Jar 25ml
KLIRE 4-WAY COUGH SYR 125ML,Warehouse 4,94.11764706,Go Cough Syr 125ml
EVECARE CAPS 30'S,Pzifer,94.11764706,Evecare  Caps 30's
DUROL TONIC 200ML (ADULT),Warehouse 4,94.11764706,Durol Tonic 300ml
CONFY ADULT DIAPERS XL 30'S,Tena Warehouse ,94.11764706,Confy Adult Diapers 30's Large
BETASOL CREAM 30G,Pzifer,94.11764706,Betasol  Cream 30g
AMOKSIKLAV TABS 1G,Pzifer,94.11764706,Amoksiklav Tabs 625mg 14'S
PREGNACARE 19 VIT &MINERALS UK 30'S,Pzifer,94.28571429,Pregnacare 19 Vit& Minerals- UK 30's
GAUZE BANDAGE 5CM X 5YARDS 12'S (2 INCHES),GSK Warehouse,94.33962264,Gauze Bandage 5cm × 5 yards
ZINC TABS 20MG 10'S,Warehouse 2 Syrup&Tab,94.44444444,Zinc Tabs 20mg 10x10
ZINC TABS 10MG 10'S,Warehouse 2 Syrup&Tab,94.44444444,Zinc Tabs 10mg 10x10
PONSTAN CAPS 250MG,Warehouse 2 Syrup&Tab,94.44444444,Honstan  Caps 250mg
MERCY OINTMENT 32G,Pzifer,94.44444444,Mercy Ointment  32g
COCOON PANTS XLARGE 8'S,Tena Warehouse ,94.44444444,Cocoon pant xlarge
COCOON PANTS XLARGE 10'S,Tena Warehouse ,94.44444444,Cocoon pant xlarge
COCOON PANTS MEDIUM 10'S,Tena Warehouse ,94.44444444,Cocoon pant medium
COCOON PANTS LARGE 9'S,Tena Warehouse ,94.44444444,Cocoon pant xlarge
COCOON PANTS LARGE 10'S,Tena Warehouse ,94.44444444,Cocoon pant xlarge
CETAPOL SYRUP 100ML,Warehouse 4,94.44444444,Cetapol Syrup100ml
AVOMINE TAB 25MG UK,UK warehouse ,94.44444444,Avomine Tab 25mg 10's
GAUZE BANDAGE 10CM X 5YARDS 12'S (4 INCHES),GSK Warehouse,94.54545455,Gauze Bandage 10cm × 5 yards
VICKS VAPO RUB 100G,UK warehouse ,94.73684211,Vicks Vapor Rub 100g
STRETCH-GO CREAM 30G,Pzifer,94.73684211,StretchGo Cream 30g
SHALCIP TZ TABS 10'S,Pzifer,94.73684211,Shalcip Tz Tab 10's
METROLEX-F TABS 21'S,Warehouse 2 Syrup&Tab,94.73684211,Metrolex-F Tab 21'S
LUEX BABY COUGH SYR,Warehouse 2 Syrup&Tab,94.73684211,Luex Baby  Cough Syr
HISTAZINE SYRUP 60ML,Warehouse 4,94.73684211,Histazin Syrup 60ml
GAVISCON SUSP 300ML-ORIG ANISEED,UK warehouse ,94.73684211,Gaviscon Susp 200ml
GAUZE BANDAGE 7.5CM X 5YARDS 12'S (3 INCHES),GSK Warehouse,94.73684211,Gauze Bandage 7.5cm × 5 yards
GAUZE BANDAGE 2.5CM X 5YARDS 12'S,GSK Warehouse,94.73684211,Gauze Bandage 2.5cm × 5 yards
FUNBACT A CREAM 30G,Pzifer,94.73684211,Funbact A  Cream 30g
FLUXACIN CAPS 500MG,Warehouse 2 Syrup&Tab,94.73684211,Fluxacin  Caps 500mg 20x10
FEROCLEAR TABS 30'S,Warehouse 2 Syrup&Tab,94.73684211,Feroclear  Tabs 30's
EXFORGE HCT TAB 10/160/12.5MG,Pzifer,94.73684211,Exforge HCT Tab (10/160/12.5)Mg
EFPAC TAB 30X10'S,Warehouse 2 Syrup&Tab,94.73684211,Efpac Tabs
DETTOL LIQUID 165ML - ORIGINAL,Warehouse 4,94.73684211,Dettol Liquid 125ml
CITALOPRAM TAB 20MG,UK warehouse ,94.73684211,Citalopram Tabs 20mg 28's
CALPOL 6+ SUSP 80ML,UK warehouse ,94.73684211,Calpol 6+ Susp. 80ml
BENDROFLUAZIDE TABS 5MG  (ECL),Warehouse 2 Syrup&Tab,94.73684211,Bendrofluazide Tabs 5mg ECL 50x10's
"BASIC NUTRITION HAIR, SKIN & NAIL TAB 30'S",UK warehouse ,94.73684211,"BN Hair,Skin & Nail Tabs 30's"
THYROXINE TABS 25MCG,UK warehouse ,95,Thyroxine Tabs 50mcg. 28'S
PALMOLIVE BATH 500ML - MILK & HONEY,UK warehouse ,95,Palmolive Bath 750ml
OLBAS OIL ADULT 12ML,UK warehouse ,95,Olbas Oil Adult 10ml
MIST MAG. TRISILICATE 200ML,Mixtures,95,Mist Mag Trisilicate
KIDICARE SYRUP 200ML,Warehouse 4,95,Kidicare Syrup  200ml
DALACIN C CAPS 300MG,Pzifer,95,Dalacin C Caps  300mg 16's
CIALIS TABS 20MG 4'S,UK warehouse ,95,Cialis Tabs 20mg 2's
XATRAL 10MG TABS 30'S,Pzifer,95.23809524,Xatral  10mg Tabs 30's
ROYAL NONI JUICE 1LT (ORIGINAL),Warehouse 4,95.23809524,Royal Noni Juice 1ltre
LOSARTAN TABS 100MG UK,GSK Warehouse,95.23809524,Losartan Tabs 100mg (Losartas)
KAMAGRA JELLY 50MG SACHET 5G -MINT FLAVOUR 5'S,Pzifer,95.23809524,Kamagra Jelly 50Mg 5's
KAMAGRA JELLY 50MG SACHET 5G - ORANGE FLAVOUR 5'S,Pzifer,95.23809524,Kamagra Jelly 50Mg 5's
GREEN STRESS TABS 30'S,UK warehouse ,95.23809524,Green Stress Tab 30's
CRESTOR TAB 10MG 28'S,Pzifer,95.23809524,Crestor Tabs 10mg 28'S
COLCHICIN TAB 500MCG 100'S,UK warehouse ,95.23809524,Colchicine Tabs 500mcg
BELLA COUGH SYR 125ML,Warehouse 4,95.23809524,Bella  Cough Syr 125ml
BECOACTIN SYRUP 200ML,Warehouse 2 Syrup&Tab,95.23809524,Becoactin Syrup  200mls
AMLODIPINE TABS 5MG UK,GSK Warehouse,95.23809524,Amlodipine Tabs 5mg (Amtas)
STUGERON TAB 25MG 50'S,Pzifer,95.45454545,Stugeron Tabs 25mg 50's
PREDNISOLONE TAB 5MG UK,Warehouse 2 Syrup&Tab,95.45454545,Prednisolone Tab 5mg 500's Blister
MICARDIS TAB 80MG 28'S,Pzifer,95.45454545,Micardis Tabs 80mg 28's
MICARDIS TAB 40MG 28'S,Pzifer,95.45454545,Micardis Tabs 40mg 28's
METHYL SALICYLATE OINT 50% 40G,Pzifer,95.45454545,Methyl Salicylate 0int
LAV FEMININE WASH 20ML - DLT,Pzifer,95.45454545,Lav Feminine Wash 10ml
HYDROLITE O.R.S LEMON 25'S,Warehouse 2 Syrup&Tab,95.45454545,Hydrolite  O.R.S. Lemon
FEROGLOBIN SYRUP 500ML,Warehouse 4,95.45454545,Feroglobin Syrup 200ml
COLGATE T/P HERBAL 70G,Warehouse 2 Syrup&Tab,95.45454545,Colgate TP Herbal (70g)
COLGATE T/P HERBAL 230G,Warehouse 2 Syrup&Tab,95.45454545,Colgate TP Herbal 230g
AMLODIPINE TABS 10MG UK,GSK Warehouse,95.45454545,Amlodipine Tabs 10mg (Amtas)
ZUDREX TABS 20'S,Pzifer,95.65217391,Zudrex  Tabs
TRAVATAN EYE DROP 2.5ML,Pzifer,95.65217391,TRAVANTAN EYE DROP 2.5ML
LUFART SUSP 20/120MG 60ML,Warehouse 4,95.65217391,Lufart  Susp
LEXOFEN PLUS TABS. 20'S,Warehouse 2 Syrup&Tab,95.65217391,Lexofen  Plus Tabs. 20's
IMODIUM ORIGINAL CAPS UK,UK warehouse ,95.65217391,Imodium Original Caps 6's
HYDROGEN PEROXIDE (ECL),Warehouse 4,95.65217391,Hydrogen  Peroxide (Ecl)
DETTOL SOAP HERBAL 175G,Warehouse 4,95.65217391,Dettol  Soap Herbal 175mg
DEMAPHYTE TINCTURE 15ML,Pzifer,95.65217391,Demaphyte Tincture 10ml
PROPRANOLOL TABS 10MG UK,UK warehouse ,95.83333333,Propranolol Tabs 40mg UK 28'S
PROPRANOLOL TAB 40MG U.K,UK warehouse ,95.83333333,Propranolol Tabs 40mg UK 28'S
PREGNACARE BREAST-FEEDING CAPS 84'S,Pzifer,95.83333333,Pregnacare Breastfeeding
POLYFER FORTE SYRUP 50ML,Warehouse 4,95.83333333,Polyfer Forte Syrup 150ml
PIOGLITAZONE TABS 30MG UK,UK warehouse ,95.83333333,Pioglitazone Tabs 30mg 28's
MIGHTY POWER SYRUP 300ML,Warehouse 4,95.83333333,Mighty Power Syrup  300ml (S/S)
LORATADINE TAB 10MG 30'S,UK warehouse ,95.83333333,Loratidine Tab 10mg 30's
HYDROCORTISONE INJ. 100MG,Warehouse 3,95.83333333,Hydrocortisone Inj 100mg
DOXYCYCLINE CAPS 100MG UK,Warehouse 2 Syrup&Tab,95.83333333,Doxycycline Caps 100mg 100's (Eskay)
AUGMENTIN SUSP. 457MG/5ML,GSK Warehouse,95.83333333,Augmentin susp 457mg/5ml
AUGMENTIN SUSP. 228MG/5ML,GSK Warehouse,95.83333333,Augmentin susp 228mg/5ml
SUMATRIPTAN 100MG TABS 6'S,UK warehouse ,96,Sumatriptan 100mg Tab 6's
SALOCOLD SYR 100ML,Warehouse 4,96,Salo Cold Syr
RAPINOL TABS 4'S,Warehouse 2 Syrup&Tab,96,Rapinol  Tabs
NIFEDI-DENK TABS 20MG RTD,Pzifer,96,Nifedi-Denk Tabs  20mg Rtd 100'S
LABETALOL TABS 100MG 56'S,UK warehouse ,96,Labetalol Tabs 200mg 56's
HYDROGEN PEROXIDE (BELLS),Warehouse 4,96,Hydrogen  Peroxide (Bells)
GLIMEPIRIDE TABS 4MG 30'S,UK warehouse ,96,Glimepiride Tabs 2mg 30's
ESSENTIAL EMBROCATION 8ML,Pzifer,96,Essential  Embrocation 8ml
DEVAMIN MULTIVITAMIN SYRUP,Warehouse 3,96,Devamin multivitamin syr 200ml
CREPE BANDAGE 10CM X 4.5M,GSK Warehouse,96,Crepe Bandage 10cm × 4.5m
COTTON CREPE BANDAGE 10CM X 4.5M,GSK Warehouse,96,Crepe Bandage 10cm × 4.5m
CENTRUM ADVANCE TABS 30'S,UK warehouse ,96,Centrum Advance Tabs 60's
BENDROFLUAZIDE TABS 5MG UK,Warehouse 2 Syrup&Tab,96,Bendrofluazide Tabs 5mg ECL 50x10's
SIMVASTATIN TABS 40MG 28'S,UK warehouse ,96.15384615,Simvastatin Tabs 10mg 28's
SEBAMED CLEANSING BAR 100G,Warehouse 4,96.15384615,Sebamed Cleansing Bar 150g
MAGNESIUM SULPHATE INJ 50%,Warehouse 3,96.15384615,Magnesium Sulphate Inj. 50%
HEMOSOFT SOFT GEL CAPS 30S,Pzifer,96.15384615,Hemosoft Softgel Caps 30's
GLUCOPHAGE TABS 500MG 84'S,UK warehouse ,96.15384615,Glucophage Tabs 500mg  84's
ESSENTIAL EMBROCATION 27ML,Pzifer,96.15384615,Essential  Embrocation 27ml
DETTOL SOAP EVEN TONE 160G,Warehouse 4,96.15384615,Dettol  Soap Even Tone 160g
SALOCOLD TABS 50X4'S,Warehouse 2 Syrup&Tab,96.2962963,Salo Cold Tabs
NEXIUM 40MG/5MG INJ SINGLES,Pzifer,96.2962963,Nexium 40mg /5mg Inj Singles
NEO MERCAZOLE TABS 5MG 100'S,UK warehouse ,96.2962963,Neomercazole Tabs 5mg 100's
MENTAT TAB 50'S,Pzifer,96.2962963,Mentat Tab 50s
LUFART DS TAB 80/480MG 6'S,Warehouse 2 Syrup&Tab,96.2962963,Lufart DS Tabs
E45 CREAM 50GM,UK warehouse ,96.2962963,E45 Cream 350g
DEMACOT CREAM 15G,Pzifer,96.2962963,Demacot  Cream
BX SYRUP 100ML,Warehouse 4,96.2962963,Asthalex Syrup 100ml
AMINOPHYLINE INJ 250MG/10ML (GRAND),Warehouse 3,96.2962963,Aminophylline Inj 25mg/10ml
NEOSTIGMINE INJ 2.5MG/ML 1'S,UK warehouse ,96.42857143,Neostigmine Inj 2.5mg/ml 10's
EMGIPROFEN TABS 200MG 50X10'S,Warehouse 2 Syrup&Tab,96.42857143,Emgiprofen Tabs 200mg 500's Blister
BELL'S CALAMINE LOTION 100ML,UK warehouse ,96.42857143,Bell's Calamine Lotion 200ml
STREPSILS LOZENGES STRAWBERRY,UK warehouse ,96.55172414,Strepsils Lozenges( Strawbery) 36's
EXFORGE HCT TAB 5/160/12.5MG 28'S,Pzifer,96.55172414,Exforge HCT Tab (5/160/12.5)Mg
E45 CREAM 125GM,UK warehouse ,96.55172414,E-45 Cream 125g
CORORANGE CAPS 30'S,Warehouse 2 Syrup&Tab,96.55172414,Cororange  Caps
COLGATE T/P TRIPLE ACTION 140G,Warehouse 2 Syrup&Tab,96.55172414,Colgate TP Triple Action 140g
ADUTWUMAA CAPSULES,Pzifer,96.55172414,Adutwumwaa Caps
MORGAN'S ANTIBACTERIAL SOAP 80G,Warehouse 4,96.66666667,Morgan's Antibacteria Soap 80g
GENTAMYCIN EYE/EAR DROP (GENDA),Pzifer,96.77419355,Gentamycin Eye\Ear Drop (Genda)
EPHEDRINE NASAL DROPS 0.5% LOCAL,Pzifer,96.77419355,Ephedrine Nasal Drops0.5% Local
SAVLON DISINFECTANT 750ML ORANGE,Warehouse 4,96.875,Savlon Disinfectant 250ml Orange
MILK OF MAGNESIA 200ML (PHILIPS),UK warehouse ,96.875,Milk of Magnesia 200ml (Phillips)
COLGATE T/B OPTIC WHITE 360 12'S,Warehouse 2 Syrup&Tab,96.875,Colgate TB  Optic White 360 12's
CHLORAMPHENICOL EYE DROP (CHOPE),Pzifer,96.875,Chloramphenical Eye Drop (Chope)
NEXCOFER CAPS 30'S,Warehouse 2 Syrup&Tab,96.96969697,Nexcofer Caps 30s
METHYLDOPA 250MG TABS 60'S UK,Warehouse 3,96.96969697,Methyl Dopa 250mg
METHYLDOPA 250MG TABS 100'S WUHAN),Warehouse 3,96.96969697,Methyl Dopa 250mg
LUEX ADULT CHESTY COUGH SYR 150ML,Warehouse 2 Syrup&Tab,96.96969697,Luex Adult Chesty Cough Syr 100ml
KWIK ACTION TABS 50X4'S,Warehouse 2 Syrup&Tab,96.96969697,Kwick Action Tabs
COLGATE T/P OPTIC WHITE 75ML (100G),Warehouse 2 Syrup&Tab,97.05882353,Colgate TP Optic White 75ml (100g)
PHENOBARBITON INJ  1'S,Nacortic Warehouse,97.14285714,Phenobarbitone inj
FENBASE EXTRA TAB 10'S,Warehouse 2 Syrup&Tab,97.14285714,Fenbase Extra Tabs
COLGATE T/P MAXFRESH RED 100ML (130G),Warehouse 2 Syrup&Tab,97.22222222,Colgate TP Maxfresh Red 100ml (130g)
EFPAC JUNIOR SYRUP 100ML,Warehouse 4,97.2972973,Efpac  Junior Syrup
COLGATE T/P CHARCOAL GENTLE CLEAN 120G,Warehouse 2 Syrup&Tab,97.2972973,Colgate TP Charcoal Gentle Clean 120g
METRONIDAZOLE TAB 200MG 50X10(ESKAGYL),Warehouse 2 Syrup&Tab,97.36842105,Metronidazole Tab 200mg 50*10(Eskagyl)
NCP ANTISEPTIC 200ML,UK warehouse ,97.43589744,TCP Antiseptic 200ml
NORMAL SALINE NASAL DROP UK,UK warehouse ,97.56097561,Saline Nasal Drops UK
LUMIGAN EYE DROPS 0.03%,Pzifer,97.6744186,Lumigan Eye Drops 0.01
HYDROLITE O.R.S.PLAIN 25'S,Warehouse 2 Syrup&Tab,97.6744186,Hydrolite  O.R.S.Plain
FINE LIFE BLOOD TONIC 200ML,Warehouse 4,97.6744186,Fine Life Blood  Tonic
EPHEDRINE INJ 30MG/ML 1'S,Nacortic Warehouse,97.6744186,Ephedrine Inj. 30mg/ml
CANDID-V6 VAGINAL TAB 6'S,Pzifer,97.6744186,Candid-V6  Vaginal Tab
CALCIUM GLUCONATE INJECTION 1'S,Warehouse 3,97.6744186,Calcium Gluconate Inj.
SODIUM BICARBONATE INJ 84MG/1ML 20ML (STEROP BELGIUM),Warehouse 3,97.77777778,Sodium Bicarbonate Inj.
POTASSIUM CHLORIDE INJ 1G/10ML,Warehouse 3,97.77777778,Potassium Chloride Inj.
KINGDOM GARLIC BITTERS 300ML,Warehouse 4,97.77777778,Kingdom  Garlic Bitters
HYDROLITE O.R.S.ORANGE 25'S,Warehouse 2 Syrup&Tab,97.77777778,Hydrolite  O.R.S.Orange
NORMAL SALINE NASAL DROP LOCAL,Pzifer,97.87234043,Saline Nasal Drops Local
ESSENTIAL EMBROCATION 3ML 24'S,Pzifer,98.03921569,Essential  Embrocation 3ml
COLGATE T/P SENSITIVE PRO RELIEF REPAIR & PREVENT 75ML,Warehouse 2 Syrup&Tab,98.03921569,Colgate TP Sensitive Pro Relief Repair & Prevent 75
TETMOSOL MEDICATED SOAP 75G (ADULT),Warehouse 4,98.18181818,Tetmosol  Medicated Soap 75g
ONETOUCH SELECT PLUS STRIPS 50'S,Pzifer,98.18181818,One Touch Select Plus Strips
COLGATE T/B DOUBLE ACTION MEDIUM,Warehouse 2 Syrup&Tab,98.41269841,Colgate TB Double Action Medium 12's
ZYFEN 120MG TAB,Pzifer,100,Zyfen 120MG Tablets 10's
ZYCARD 8MG TAB,Pzifer,100,Zycard 8mg Tabs 30's
ZUBES LOZENGES 4'S,Warehouse 2 Syrup&Tab,100,Zubes Lozenges
ZITHROMAX SUSP 200MG/5ML 15ML,Pzifer,100,Zithromax Susp
ZINCOVIT TABS 30'S,Warehouse 2 Syrup&Tab,100,Zincovit Tabs
ZINCOVIT SYRUP 200ML,Warehouse 4,100,Zincovit Syrup
ZINCOFER SYRUP 200ML,Warehouse 4,100,Zincofer Syrup
ZESTRIL TABS 5MG,Pzifer,100,Zestril Tabs 5mg 28's
ZESTRIL TABS 20MG,Pzifer,100,Zestril Tabs 20mg 28's
ZESTRIL TABS 10MG,Pzifer,100,Zestril Tabs 10mg 28's
ZENTEL TABS 2'S,Warehouse 3,100,zentel tab
YAFO KOOKO CAPS 30'S,Pzifer,100,Yafo Kooko Caps
WELLWOMAN CAPS 30'S,Pzifer,100,Wellwoman Caps
WELLWOMAN 70+ CAPS 30'S,Pzifer,100,Wellwoman 70+ Caps
WELLWOMAN 50+ CAPS 30'S,Pzifer,100,Wellwoman 50+ Caps
WELLMAN MAX CAPS 84'S,Pzifer,100,Wellman Max
WELLMAN 70+ CAPS 30'S,Pzifer,100,Wellman 70+ Caps
WATER FOR INJECTION 20'S,Warehouse 1,100,Water for injection
WATER FOR INJECTION 10ML (B.BRAUN) 20'S,Warehouse 1,100,Water for injection
VITANE DROP 30ML,Pzifer,100,Vitane Drop
VIT-B- DENK (DENKAVIT) TABS,Pzifer,100,Vit-B- Denk (Denkavit) Tabs 100'S
VISIONACE CAPS 30'S (GREEN),UK warehouse ,100,Visionace Caps
VIROL BLOOD TONIC SYRUP 200ML,Warehouse 4,100,Virol Blood Tonic Syrup
VIKIL 20 SYRUP 250ML,Warehouse 4,100,Vikil 20
VENTOLIN SYRUP 120ML,UK warehouse ,100,Ventolin syr
UNIDUS CONDOMS 3'S,Pzifer,100,Unidus Condom
TRUMAN CAPS 20'S,Pzifer,100,Truman Caps
TRES-ORIX FORTE SYR. 100ML,Warehouse 4,100,Tres-Orix Forte Syr. 100ml (S/S)
TOT'HEMA ORAL AMPS 10ML,Warehouse 2 Syrup&Tab,100,Tot'hema Oral Amps 10mls 20's
TIXYLIX TODDLER SYRUP 100ML,UK warehouse ,100,Tixylix Toddler
TIME HERBAL MIXTURE 500ML,Warehouse 4,100,Time Herbal Mixture
THYROXINE TABS 50MCG,UK warehouse ,100,Thyroxine Tabs 50mcg. 28'S
THYROXINE TABS 100MCG,UK warehouse ,100,Thyroxine Tabs 100mcg 28's
TETRACYCLINE EYE OINT 3.5G,Pzifer,100,Tetracycline Eye Oint
TENA SLIP MAXI XL 24'S,Tena Warehouse ,100,Tena Slip Maxi XL
TENA PANTS NORMAL XL 15'S,Tena Warehouse ,100,Tena Pants Normal XL
TENA PANTS NORMAL MEDIUM 10'S,Tena Warehouse ,100,Tena Pants Normal Medium
TENA PANTS NORMAL LARGE 10'S,Tena Warehouse ,100,Tena Pants Normal Large
TENA LADY MAXI NIGHT 6'S,Tena Warehouse ,100,Tena Lady Maxi Night
TENA LADY MAXI NIGHT 12'S,Tena Warehouse ,100,Tena Lady Maxi Night
TENA LADY EXTRA PAD 10'S,Tena Warehouse ,100,Tena Lady Extra pad
TCP ANTISEPTIC 50ML UK,UK warehouse ,100,Tcp Antiseptic 50ml
TCP ANTISEPTIC 200ML UK,UK warehouse ,100,TCP Antiseptic 200ml
TCP ANTISEPTIC 100ML UK,UK warehouse ,100,Tcp Antiseptic 100ml
TAMOXIFEN TABS 10MG 30'S (WOCKHARDT),UK warehouse ,100,Tamoxifen Tabs 10mg 30's
TAABEA MIXTURE 500ML,Warehouse 2 Syrup&Tab,100,Taabea Mixture
SULPHUR SOAP 100G,Warehouse 2 Syrup&Tab,100,Sulphur Soap
STOPKOF EXPECTORANT ADULT SYR. 100ML,Warehouse 4,100,Stopkof Expectorant Adult Syr.
STOPKOF ADULT SYRUP 100ML,Warehouse 4,100,Stopkof Adult Syrup
STERILE WOUND PLASTER STRIPS 100'S,GSK Warehouse,100,Plaster strips 100's
SPIRONOLACTONE TABS 50MG,UK warehouse ,100,Spironolactone Tabs 50mg 28's
SPIRONOLACTONE TABS 25MG,UK warehouse ,100,Spironolactone Tabs 25mg 28's
SIRDALUD TAB 2MG 30'S,Pzifer,100,Sirdalud Tab 2mg
SERETIDE INHALER 50/250 MCG,GSK Warehouse,100,Seretide Inhaler 50/250
SEPTILIN TABS,Pzifer,100,Septilin Tab
SE'CLEAR EYE/EAR DROPS 10ML,Pzifer,100,Se'Clear Eye/Ear Drops
SAMALIN JNR NON-DROWSY 125ML,Warehouse 4,100,Samalin Jnr Non-Drowsy
SAMALIN JNR COUGH SYR 125ML,Warehouse 2 Syrup&Tab,100,Samalin Jnr Cough Syr
SAMALIN ADULT NON-DROWSY 125ML,Warehouse 4,100,Samalin Adult Non-Drowsy
SAMALIN ADULT COUGH SYR 125ML,Warehouse 2 Syrup&Tab,100,Samalin Adult Cough Syr
SALO C TABS 100MG 10'S,Warehouse 2 Syrup&Tab,100,Salo C Tabs 100mg
SALBUTAMOL NEBULES 5MG/2.5ML,Warehouse 1,100,Salbutamol Nebules 5mg/2.5ml 20's 
SALBUTAMOL INHALER (REYOUNG),Warehouse 3,100,Salbutamol inhaler
SALBUTALIN SYR 200ML,Warehouse 2 Syrup&Tab,100,Salbutalin Syr
ROBB INHALER,Warehouse 4,100,Robb Inhaler 12's
RHIZIN TABS,Warehouse 2 Syrup&Tab,100,Rhizin Tabs 10x10
RES Q TABS 20'S,Warehouse 2 Syrup&Tab,100,Res Q Tabs
RES Q ANTACID MIXTURE 200ML,Warehouse 4,100,Res Q Antacid Mixture
PROXEED WOMEN SACHETS 30'S,Pzifer,100,Proxeed Women
PROXEED PLUS SACHETS,Pzifer,100,Proxeed Plus Sachets 5g 30's
PROWOMAN DRINK 250ML,Warehouse 4,100,PROWOMAN DRINK
PROSTACARE CAPS 30'S (MEGA),Pzifer,100,Prostacare Caps 30's
PROCOMIL TABS,Pzifer,100,Procomil Tabs 30's
PRED FORTE EYE DROP 1% 5ML,Pzifer,100,Pred Forte Eye Drop 1%
PLAVIX TABS 75MG,Pzifer,100,Plavix Tabs
PERFECTIL PLUS SKIN CAPS 56'S,Pzifer,100,Perfectil Plus
PEPSODENT TOOTH BRUSH,Pzifer,100,Pepsodent Tooth Brush 12'S
PARACETAMOL SYRUP 120MG/5ML UK,UK warehouse ,100,Paracetamol Syrup 120mg/5ml
PARACETAMOL INFUSION 1000MG/100ML (ALMOL),Warehouse 2 Syrup&Tab,100,Paracetamol inf
PARA-DENK SUPP 250MG,Pzifer,100,Para-Denk Supp 250mg 10's
PARA-DENK SUPP 125MG,Pzifer,100,Para-Denk Supp 125mg 10's
PALMOLIVE BATH 750ML- MILK AND HONEY,UK warehouse ,100,Palmolive Bath 750ml
PAINGAY CAPS 10'S,Warehouse 2 Syrup&Tab,100,Paingay Caps
OXYBUTYNIN TABS 2.5MG,UK warehouse ,100,Oxybutynin Tabs 2.5mg 84's
OVACARE TABS 30'S,Pzifer,100,Ovacare Tabs
OTIPAX EAR DROPS 16G,Warehouse 3,100,Otipax ear drop
OSONS GARLIC PEARLS 30'S,Warehouse 2 Syrup&Tab,100,Osons Garlic Pearls
OPTREX REFRESHING EYE DROPS,UK warehouse ,100,Optrex Refreshing Eye Drop
OO20B - MIRACLE HINGED KNEE BRACE XXL,Tena Warehouse ,100,Knee Brace
OO20B - MIRACLE HINGED KNEE BRACE SMALL,Tena Warehouse ,100,Knee Brace
OO20B - MIRACLE HINGED KNEE BRACE M,Tena Warehouse ,100,Knee Brace
OMEPRAZOLE INJ 40MG/10ML,Warehouse 3,100,Omeprazole inj
OMEPRAZOLE CAPS 20MG (NAXCURE),GSK Warehouse,100,Omeprazole caps 20mg
OMEGA H3 CAPS 30'S,Pzifer,100,Omega H3 Caps
OLFEN GEL 50G,Pzifer,100,Olfen Gel 50g L/s
OLFEN GEL 20G,Pzifer,100,Olfen Gel 20g (S/s)
OILATUM SOAP BAR,UK warehouse ,100,Oilatum Soap
NUGEL ANTACID SUSP 200ML,Warehouse 4,100,Nugel Antacid Susp
NOSPA TAB 40MG,Pzifer,100,Nospa Tab 40mg 100's
NORMAL SALINE INFUSION (BOTTLES) 500ML,Warehouse 4,100,Normal Saline Infusion (Bottles)
NO. 10 LIVER SALT PLAIN,Warehouse 2 Syrup&Tab,100,No. 10 Liver Salt Plain 50'S
NO. 10 LIVER SALT ORANGE,Warehouse 2 Syrup&Tab,100,No. 10 Liver Salt Orange 50's
NEXIUM TABS 20MG,Pzifer,100,Nexium Tabs 20mg 14'S
NEUROBION TABS,Pzifer,100,Neurobion Tabs 20'S
NAT B CAPS 30'S,Pzifer,100,Nat B Caps
NALOXONE INJ 0.4MG/ML 1'S,Warehouse 3,100,Naloxone inj
MYCOLEX CREAM 20G,Pzifer,100,Mycolex Cream
MOTILIUM TABS 10MG,Pzifer,100,Motilium Tabs 10mg 30's
MOSEGOR TABS 0.5MG,Pzifer,100,Mosegor Tabs 0.5mg 30'S
MORPHINE INJECTION 10MG/ML,Nacortic Warehouse,100,Morphine Injection
MIST EXPECT SED,Mixtures,100,Mist Expect Sed.
MINAMINO SYRUP 200ML,Warehouse 4,100,Minamino Syrup 200ml L/S
MILTON STERILISING TABS 28'S,UK warehouse ,100,Milton Sterilising Tabs
MICROGYNON 30 ED STRIPS,Pzifer,100,Microgynon 30
METRONIDAZOLE SUSP GR (METROGR) 100ML,Warehouse 4,100,Metronidazole Susp GR
MENOPACE CAPS 30'S UK,UK warehouse ,100,Menopace Caps
MEDISOFT REPELLENT,Warehouse 4,100,Medisoft Repellent 
MARTIN'S LIVER SALT,Warehouse 2 Syrup&Tab,100,Martin's Liver Salt S/s (25's )
MALIN ADULT COUGH SYR,Warehouse 2 Syrup&Tab,100,Samalin Adult Cough Syr
MALARIA TEST KIT 25'S (TRIDEM),Warehouse 3,100,Malaria test kit
MAGACID FAST MELT,Warehouse 2 Syrup&Tab,100,Magacid Fast Melt 35's
MAAME DAGOMBA OINTMENT,Pzifer,100,Maame Dagomba
MAALOX SUSP SACHET 20'S,Pzifer,100,Maalox Susp Sachet
M2-TONE TABS,Warehouse 2 Syrup&Tab,100,M2-Tone Tabs 20's
LUMIGAN EYE DROPS 0.01%,Pzifer,100,Lumigan Eye Drops 0.01
LORATYN TABS 10MG,Pzifer,100,Loratyn Tabs 10mg 20's
LIVOMYN TABS,Warehouse 2 Syrup&Tab,100,Livomyn Tabs 20's
